,FinInstrmNm,Identifier,ExpiryDate,StrkPric,OptionType,PreviousClose,Open,High,Low,Close,SttlmPric,AvrgPric,Turnover (Rs. Cr.),TtlTrfVal,OpenInterest,ChngInOpnIntrst,OiChangePerc,RptgDt,CostOfCrryPctg,MrgnPctg,Mrgn,IsTradd,LastTradgDt,PrmOrDscnt,PrmOrDscntPctg,TradRegnOrgn,MktTpandId,FinInstrmId,LftmHgh,LftmLw,UnitOfMeasr,TtlNbOfTxsExctd,Ccy,Rsvd01,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Date,SYMBOL,LotSize,CloseToPrevCloseChangePerc,OpenToPrevCloseChangePerc,PreviousCloseAmount,OpenAmount,CloseAmount,AmountDiffOpenToPrevClose,AmountDiffCloseToPrevClose,Closest
58722,OPTSTK,CIPLA,25-May-2023,950.0,CE,0.55,0.85,1.25,0.05,0.05,945.45,,750.0,4631.76,497900.0,-167700.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,CIPLA,650.0,-90.9090909090909,54.54545454545452,357.50000000000006,552.5,32.5,194.99999999999994,-325.00000000000006,True
58734,OPTSTK,L&TFH,25-May-2023,100.0,CE,1.25,1.9,2.7,1.1,2.6,102.65,,248.0,2257.79,1231512.0,-696072.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,L&TFH,8924.0,108.0,52.0,11155.0,16955.6,23202.4,5800.5999999999985,12047.400000000001,True
59228,OPTSTK,MOTHERSON,25-May-2023,82.0,PE,0.85,1.3,1.5,0.55,1.0,81.7,,45.0,252.67,114750.0,-236250.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,MOTHERSON,7100.0,17.647058823529417,52.941176470588246,6035.0,9230.0,7100.0,3195.0,1065.0,True
59323,OPTSTK,IBULHSGFIN,25-May-2023,112.5,PE,1.15,1.25,1.6,0.65,1.1,111.55,,32.0,145.37,92000.0,-56000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,IBULHSGFIN,5100.0,-4.347826086956507,8.69565217391306,5865.0,6375.0,5610.0,510.0,-255.0,True
60082,OPTSTK,APOLLOTYRE,25-May-2023,380.0,PE,0.85,0.95,1.6,0.05,0.1,389.2,,396.0,5273.05,241500.0,-357000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,APOLLOTYRE,1700.0,-88.23529411764706,11.764705882352944,1445.0,1615.0,170.0,170.0,-1275.0,True
60274,OPTSTK,M&MFIN,25-May-2023,280.0,PE,0.75,1.0,1.8,0.05,0.05,283.15,,270.0,3033.01,328000.0,-456000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,M&MFIN,4000.0,-93.33333333333333,33.33333333333333,3000.0,4000.0,200.0,1000.0,-2800.0,True
61741,OPTSTK,BPCL,25-May-2023,362.5,PE,1.3,1.95,2.75,0.05,0.35,363.3,,79.0,518.11,43200.0,-70200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BPCL,1800.0,-73.07692307692308,50.0,2340.0,3510.0,630.0,1170.0,-1710.0,True
62034,OPTSTK,TORNTPHARM,25-May-2023,1740.0,CE,0.9,3.2,3.2,0.8,0.8,1701.35,,3.0,26.12,14500.0,-500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,TORNTPHARM,500.0,-11.111111111111105,255.55555555555557,450.0,1600.0,400.0,1150.0,-50.0,True
62871,OPTSTK,OFSS,25-May-2023,3415.0,PE,1.4,3.0,3.0,0.3,0.3,3565.6,,2.0,13.66,12600.0,200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,OFSS,200.0,-78.57142857142857,114.28571428571428,280.0,600.0,60.0,320.0,-220.0,True
64049,OPTSTK,IPCALAB,25-May-2023,670.0,PE,1.25,1.8,1.8,0.1,0.25,681.7,,78.0,339.97,35750.0,-12350.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,IPCALAB,650.0,-80.0,43.99999999999999,812.5,1170.0,162.5,357.5,-650.0,True
64445,OPTSTK,ASHOKLEY,25-May-2023,151.0,PE,1.45,2.25,6.15,2.25,6.0,145.5,,24.0,186.7,175000.0,-70000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,ASHOKLEY,5000.0,313.7931034482759,55.172413793103445,7250.0,11250.0,30000.0,4000.0,22750.0,True
64827,OPTSTK,PNB,25-May-2023,51.0,PE,1.2,1.25,1.7,1.15,1.5,49.65,,78.0,654.12,1792000.0,-224000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,PNB,16000.0,25.0,4.166666666666674,19200.0,20000.0,24000.0,800.0,4800.0,True
64907,OPTSTK,IEX,25-May-2023,155.0,PE,0.95,1.0,1.5,0.05,0.2,155.5,,605.0,3529.48,442500.0,-337500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,IEX,3750.0,-78.94736842105263,5.263157894736836,3562.5,3750.0,750.0,187.5,-2812.5,True
65266,OPTSTK,AARTIIND,25-May-2023,505.0,PE,1.05,1.4,2.2,0.2,0.35,506.1,,66.0,284.01,26350.0,-10200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,AARTIIND,1000.0,-66.66666666666667,33.33333333333333,1050.0,1400.0,350.0,350.0,-700.0,True
65306,OPTSTK,WIPRO,25-May-2023,397.5,PE,1.15,2.0,4.65,1.2,3.3,394.1,,201.0,1205.77,114000.0,-97500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,WIPRO,1500.0,186.9565217391304,73.91304347826089,1724.9999999999998,3000.0,4950.0,1275.0000000000002,3225.0,True
65748,OPTSTK,HINDCOPPER,25-May-2023,103.0,PE,0.7,1.1,1.8,1.0,1.0,102.85,,71.0,356.37,187200.0,-196800.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,HINDCOPPER,5300.0,42.85714285714286,57.14285714285716,3709.9999999999995,5830.000000000001,5300.0,2120.0000000000014,1590.0000000000005,True
65801,OPTSTK,MUTHOOTFIN,25-May-2023,1088.0,PE,0.9,1.95,1.95,0.5,0.5,1110.95,,30.0,179.67,17600.0,-6600.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,MUTHOOTFIN,550.0,-44.44444444444444,116.66666666666666,495.0,1072.5,275.0,577.5,-220.0,True
66110,OPTSTK,DELTACORP,25-May-2023,235.0,CE,1.3,1.95,5.3,1.05,1.3,236.8,,105.0,698.07,64400.0,-159600.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,DELTACORP,2800.0,0.0,50.0,3640.0,5460.0,3640.0,1820.0,0.0,True
67173,OPTSTK,ICICIGI,25-May-2023,1100.0,CE,0.7,0.75,0.75,0.05,0.05,1080.3,,118.0,551.74,36125.0,-18700.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,ICICIGI,500.0,-92.85714285714286,7.14285714285714,350.0,375.0,25.0,25.0,-325.0,True
67562,OPTSTK,BSOFT,25-May-2023,335.0,CE,1.2,1.45,4.95,0.3,1.85,335.4,,382.0,2569.1,104000.0,-174000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BSOFT,2000.0,54.16666666666667,20.833333333333325,2400.0,2900.0,3700.0,500.0,1300.0,True
67926,OPTSTK,GODREJCP,25-May-2023,1030.0,CE,0.6,1.0,2.95,0.05,0.05,1029.4,,556.0,5733.48,110000.0,-63000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,GODREJCP,1000.0,-91.66666666666666,66.66666666666667,600.0,1000.0,50.0,400.0,-550.0,True
68503,OPTSTK,INDUSTOWER,25-May-2023,142.5,CE,1.4,3.5,6.75,2.85,5.7,147.65,,16.0,65.85,42000.0,-25200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,INDUSTOWER,3400.0,307.1428571428572,150.0,4760.0,11900.0,19380.0,7140.0,14620.0,True
69126,OPTSTK,BALRAMCHIN,25-May-2023,385.0,PE,0.65,0.75,1.8,0.1,0.1,391.65,,39.0,240.67,67200.0,3200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BALRAMCHIN,1600.0,-84.61538461538461,15.384615384615374,1040.0,1200.0,160.0,160.0,-880.0,True
69351,OPTSTK,MANAPPURAM,25-May-2023,110.0,PE,1.05,1.5,1.65,0.05,0.1,110.15,,757.0,5022.58,312000.0,-1932000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,MANAPPURAM,6000.0,-90.47619047619048,42.85714285714286,6300.0,9000.0,600.0,2700.0,-5700.0,True
69783,OPTSTK,NMDC,25-May-2023,106.25,PE,1.25,1.45,2.3,1.25,2.0,104.3,,8.0,38.94,81000.0,-13500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,NMDC,4500.0,60.00000000000001,15.999999999999993,5625.0,6525.0,9000.0,900.0,3375.0,True
73462,OPTSTK,DABUR,25-May-2023,530.0,CE,0.9,1.0,2.7,0.05,0.55,530.15,,813.0,5400.85,156250.0,-390000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,DABUR,1250.0,-38.888888888888886,11.111111111111116,1125.0,1250.0,687.5,125.0,-437.5,True
74293,OPTSTK,NESTLEIND,25-May-2023,22000.0,CE,1.4,2.95,10.85,0.05,0.05,21474.85,,574.0,5052.12,10080.0,-4480.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,NESTLEIND,40.0,-96.42857142857143,110.71428571428572,56.0,118.0,2.0,62.0,-54.0,True
75433,OPTSTK,IDFC,25-May-2023,90.0,CE,1.4,1.5,4.55,1.45,4.45,94.45,,119.0,1112.99,1870000.0,-360000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,IDFC,10000.0,217.8571428571429,7.14285714285714,14000.0,15000.0,44500.0,1000.0,30500.0,True
75642,OPTSTK,BAJAJFINSV,25-May-2023,1460.0,CE,1.3,1.65,1.65,0.05,0.05,1427.35,,704.0,5140.59,128500.0,-184500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BAJAJFINSV,500.0,-96.15384615384616,26.923076923076916,650.0,825.0,25.0,175.0,-625.0,True
78659,OPTSTK,SRF,25-May-2023,2500.0,CE,0.75,0.95,2.5,0.05,0.5,2473.5,,1117.0,10475.9,95250.0,-64500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,SRF,375.0,-33.333333333333336,26.66666666666666,281.25,356.25,187.5,75.0,-93.75,True
79890,OPTSTK,TATAMOTORS,25-May-2023,515.0,PE,0.85,1.2,7.2,1.2,1.7,514.85,,1662.0,12292.84,267900.0,-675450.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,TATAMOTORS,1425.0,100.0,41.176470588235304,1211.25,1710.0,2422.5,498.75,1211.25,True
80043,OPTSTK,KOTAKBANK,25-May-2023,1940.0,CE,1.4,1.6,3.0,0.05,0.05,1929.95,,1889.0,14668.27,338800.0,-195200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,KOTAKBANK,400.0,-96.42857142857143,14.285714285714302,560.0,640.0,20.0,80.0,-540.0,True
80125,OPTSTK,SHRIRAMFIN,25-May-2023,1400.0,CE,1.1,2.75,2.75,0.05,0.15,1375.35,,324.0,2723.14,69000.0,-73200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,SHRIRAMFIN,600.0,-86.36363636363636,150.0,660.0,1650.0,90.0,990.0,-570.0,True
80214,OPTSTK,BAJAJ-AUTO,25-May-2023,4660.0,CE,0.9,1.05,8.0,0.05,0.35,4644.0,,1966.0,22918.28,10750.0,-21500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BAJAJ-AUTO,250.0,-61.111111111111114,16.666666666666675,225.0,262.5,87.5,37.5,-137.5,True
81456,OPTSTK,SUNPHARMA,25-May-2023,940.0,PE,1.15,1.35,2.0,0.05,0.1,945.0,,445.0,2930.75,160300.0,-25200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,SUNPHARMA,700.0,-91.30434782608695,17.391304347826097,804.9999999999999,945.0000000000001,70.0,140.00000000000023,-734.9999999999999,True
81481,OPTSTK,GUJGASLTD,25-May-2023,480.0,PE,1.4,2.0,2.0,0.05,0.05,488.75,,62.0,372.41,103750.0,-13750.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,GUJGASLTD,1250.0,-96.42857142857143,42.85714285714286,1750.0,2500.0,62.5,750.0,-1687.5,True
82152,OPTSTK,ABB,25-May-2023,4000.0,CE,1.3,2.0,10.0,0.05,0.05,3941.95,,799.0,7992.85,48000.0,-49000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,ABB,250.0,-96.15384615384616,53.84615384615383,325.0,500.0,12.5,175.0,-312.5,True
82490,OPTSTK,PFC,25-May-2023,166.0,CE,0.9,1.7,5.4,1.6,4.75,170.6,,75.0,789.12,285200.0,-167400.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,PFC,6200.0,427.77777777777777,88.88888888888889,5580.0,10540.0,29450.0,4960.0,23870.0,True
82698,OPTSTK,EICHERMOT,25-May-2023,2700.0,PE,1.0,3.0,3.0,3.0,3.0,3651.5,,2.0,9.46,1575.0,0.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,EICHERMOT,175.0,200.0,200.0,175.0,525.0,525.0,350.0,350.0,True
84216,OPTSTK,BRITANNIA,25-May-2023,4650.0,CE,1.35,1.5,45.6,0.05,0.05,4563.45,,2506.0,23374.08,52800.0,-59600.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BRITANNIA,200.0,-96.2962962962963,11.111111111111093,270.0,300.0,10.0,30.0,-260.0,True
84464,OPTSTK,ITC,25-May-2023,435.0,CE,1.1,1.85,6.45,1.5,5.9,441.15,,2737.0,19204.82,219200.0,-1584000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,ITC,1600.0,436.3636363636363,68.18181818181816,1760.0000000000002,2960.0,9440.0,1199.9999999999998,7680.0,True
84536,OPTSTK,JINDALSTEL,25-May-2023,500.0,PE,0.85,1.0,1.15,0.05,0.05,510.6,,344.0,2152.09,161250.0,-112500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,JINDALSTEL,1250.0,-94.11764705882352,17.647058823529417,1062.5,1250.0,62.5,187.5,-1000.0,True
86061,OPTSTK,CANBK,25-May-2023,300.0,CE,1.4,3.0,3.0,0.05,0.25,299.65,,654.0,5307.32,680400.0,-666900.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,CANBK,2700.0,-82.14285714285714,114.28571428571428,3779.9999999999995,8100.0,675.0,4320.0,-3104.9999999999995,True
86488,OPTSTK,EXIDEIND,25-May-2023,205.0,PE,0.65,0.7,0.9,0.05,0.05,208.2,,266.0,1965.17,208800.0,-277200.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,EXIDEIND,3600.0,-92.3076923076923,7.692307692307687,2340.0,2520.0,180.0,180.0,-2160.0,True
88204,OPTSTK,BOSCHLTD,25-May-2023,19750.0,CE,1.4,4.4,4.4,0.05,0.05,18781.2,,28.0,276.51,950.0,-750.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BOSCHLTD,50.0,-96.42857142857143,214.28571428571433,70.0,220.00000000000003,2.5,150.00000000000003,-67.5,True
88533,OPTSTK,BERGEPAINT,25-May-2023,625.0,PE,0.75,0.85,0.85,0.05,0.05,641.6,,24.0,165.05,66000.0,-8800.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BERGEPAINT,1100.0,-93.33333333333333,13.33333333333333,825.0,935.0,55.0,110.0,-770.0,True
89429,OPTSTK,ABFRL,25-May-2023,200.0,CE,0.9,0.95,2.5,0.05,0.25,199.05,,723.0,3785.08,239200.0,-689000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,ABFRL,2600.0,-72.22222222222221,5.555555555555558,2340.0,2470.0,650.0,130.0,-1690.0,True
90949,OPTSTK,ICICIBANK,25-May-2023,930.0,PE,1.2,2.0,2.0,0.05,0.05,939.85,,2366.0,15412.52,485800.0,-303800.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,ICICIBANK,700.0,-95.83333333333334,66.66666666666667,840.0,1400.0,35.0,560.0,-805.0,True
91124,OPTSTK,GLENMARK,25-May-2023,620.0,CE,0.65,0.7,0.9,0.05,0.2,607.4,,273.0,2455.35,195750.0,-178350.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,GLENMARK,1450.0,-69.23076923076923,7.692307692307687,942.5,1014.9999999999999,290.0,72.49999999999989,-652.5,True
92574,OPTSTK,IDEA,25-May-2023,8.0,PE,1.05,1.1,1.1,0.9,1.05,7.0,,29.0,182.56,2660000.0,-1050000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,IDEA,80000.0,0.0,4.761904761904767,84000.0,88000.0,84000.0,4000.0,0.0,True
94013,OPTSTK,IOC,25-May-2023,90.0,PE,0.75,1.1,2.0,0.3,1.35,89.15,,222.0,1976.19,1725750.0,-828750.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,IOC,9750.0,80.0,46.66666666666668,7312.5,10725.0,13162.5,3412.5,5850.0,True
94509,OPTSTK,CIPLA,25-May-2023,910.0,PE,1.25,1.4,1.4,0.05,0.05,945.45,,315.0,1863.91,314600.0,-25350.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,CIPLA,650.0,-96.0,11.99999999999999,812.5,909.9999999999999,32.5,97.49999999999989,-780.0,True
96923,OPTSTK,HINDALCO,25-May-2023,395.0,PE,1.0,1.25,1.5,0.05,0.1,404.25,,343.0,1899.9,85400.0,-114800.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,HINDALCO,1400.0,-90.0,25.0,1400.0,1750.0,140.0,350.0,-1260.0,True
100409,OPTSTK,NATIONALUM,25-May-2023,81.5,PE,1.35,1.4,2.05,1.2,1.2,80.55,,3.0,18.68,285000.0,-7500.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,NATIONALUM,7500.0,-11.111111111111116,3.703703703703698,10125.0,10500.0,9000.0,375.0,-1125.0,True
101064,OPTSTK,ICICIPRULI,25-May-2023,435.0,PE,0.95,2.0,2.55,0.05,0.05,438.25,,77.0,504.5,64500.0,-24000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,ICICIPRULI,1500.0,-94.73684210526315,110.52631578947367,1425.0,3000.0,75.0,1575.0,-1350.0,True
101220,OPTSTK,FEDERALBNK,25-May-2023,125.0,PE,1.5,2.0,2.75,1.4,1.8,123.25,,469.0,2982.44,925000.0,-940000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,FEDERALBNK,5000.0,19.999999999999996,33.33333333333333,7500.0,10000.0,9000.0,2500.0,1500.0,True
101565,OPTSTK,BEL,25-May-2023,108.0,CE,0.75,0.9,2.7,0.9,1.75,109.6,,97.0,607.41,210900.0,-250800.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BEL,5700.0,133.33333333333334,19.999999999999996,4275.0,5130.0,9975.0,855.0,5700.0,True
102696,OPTSTK,GAIL,25-May-2023,107.0,CE,0.9,1.1,1.25,0.5,1.0,107.8,,102.0,1007.63,393450.0,-558150.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,GAIL,9150.0,11.111111111111116,22.222222222222232,8235.0,10065.0,9150.0,1830.0,915.0,True
103221,OPTSTK,CUB,25-May-2023,140.0,PE,1.35,1.8,3.75,1.5,2.8,137.45,,50.0,355.54,185000.0,-155000.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,CUB,5000.0,107.40740740740739,33.33333333333333,6750.0,9000.0,14000.0,2250.0,7250.0,True
105573,OPTSTK,BANKBARODA,25-May-2023,182.5,PE,0.85,0.95,2.95,0.45,1.05,181.8,,385.0,4140.68,421200.0,-906750.0,,25-May-2023,,,,,,,,,,,,,,,,,,,,,2023-05-25,BANKBARODA,5850.0,23.529411764705888,11.764705882352944,4972.5,5557.5,6142.5,585.0,1170.0,True
105884,OPTSTK,PETRONET,27-Apr-2023,235.0,CE,1.0,2.0,3.0,0.5,1.25,235.9,,96.0,681.89,213000.0,-153000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,PETRONET,3000.0,25.0,100.0,3000.0,6000.0,3750.0,3000.0,750.0,True
107202,OPTSTK,NATIONALUM,27-Apr-2023,84.0,PE,1.5,1.9,2.25,1.35,1.95,82.15,,17.0,109.56,262500.0,-45000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,NATIONALUM,7500.0,30.000000000000004,26.66666666666666,11250.0,14250.0,14625.0,3000.0,3375.0,True
107250,OPTSTK,INDIAMART,27-Apr-2023,5100.0,PE,0.85,2.5,2.5,0.05,1.0,5248.4,,16.0,122.41,8400.0,-1050.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,INDIAMART,300.0,17.647058823529417,194.11764705882354,255.0,750.0,300.0,495.0,45.0,True
107370,OPTSTK,MOTHERSON,27-Apr-2023,73.0,PE,1.1,1.25,1.25,0.8,0.8,72.5,,8.0,39.89,54000.0,0.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,MOTHERSON,7100.0,-27.27272727272727,13.636363636363624,7810.000000000001,8875.0,5680.0,1064.999999999999,-2130.000000000001,True
107434,OPTSTK,NTPC,27-Apr-2023,170.0,CE,0.75,0.95,1.0,0.15,0.75,170.95,,177.0,1720.19,894900.0,-438900.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,NTPC,3000.0,0.0,26.66666666666666,2250.0,2850.0,2250.0,600.0,0.0,True
108394,OPTSTK,BALRAMCHIN,27-Apr-2023,420.0,PE,0.95,1.15,2.3,0.05,0.5,420.65,,230.0,1549.98,107200.0,-131200.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BALRAMCHIN,1600.0,-47.36842105263158,21.052631578947366,1520.0,1839.9999999999998,800.0,319.9999999999998,-720.0,True
108634,OPTSTK,SBIN,27-Apr-2023,560.0,PE,0.85,1.0,1.3,0.05,0.1,564.75,,2489.0,20929.6,1026000.0,-948000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,SBIN,1500.0,-88.23529411764706,17.647058823529417,1275.0,1500.0,150.0,225.0,-1125.0,True
109906,OPTSTK,MUTHOOTFIN,27-Apr-2023,1038.0,CE,0.6,0.9,0.9,0.05,0.1,1012.1,,82.0,468.23,103950.0,-12100.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,MUTHOOTFIN,550.0,-83.33333333333333,50.0,330.0,495.0,55.0,165.0,-275.0,True
110114,OPTSTK,SYNGENE,27-Apr-2023,640.0,CE,1.45,4.45,18.0,2.0,10.25,649.85,,300.0,1942.16,18000.0,-25000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,SYNGENE,1000.0,606.896551724138,206.89655172413794,1450.0,4450.0,10250.0,3000.0,8800.0,True
110764,OPTSTK,NAVINFLUOR,27-Apr-2023,3800.0,PE,1.0,3.0,3.0,0.9,0.9,4743.3,,2.0,11.4,2250.0,0.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,NAVINFLUOR,150.0,-9.999999999999998,200.0,150.0,450.0,135.0,300.0,-15.0,True
111718,OPTSTK,POWERGRID,27-Apr-2023,237.5,PE,0.95,1.1,3.8,1.0,2.45,235.95,,44.0,284.74,143100.0,-10800.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,POWERGRID,2700.0,157.89473684210532,15.789473684210531,2565.0,2970.0000000000005,6615.000000000001,405.00000000000045,4050.000000000001,True
111874,OPTSTK,LICHSGFIN,27-Apr-2023,340.0,PE,1.35,1.9,2.5,0.05,0.45,339.75,,86.0,587.02,164000.0,-96000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,LICHSGFIN,2000.0,-66.66666666666667,40.74074074074072,2700.0,3800.0,900.0,1100.0,-1800.0,True
112048,OPTSTK,ABBOTINDIA,27-Apr-2023,25000.0,CE,1.0,1.1,1.1,0.35,1.0,22147.0,,13.0,130.0,1160.0,-400.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ABBOTINDIA,40.0,0.0,10.000000000000009,40.0,44.0,40.0,4.0,0.0,True
113113,OPTSTK,BERGEPAINT,27-Apr-2023,610.0,CE,0.75,1.25,2.5,0.05,0.05,602.6,,322.0,2164.65,34100.0,-171600.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BERGEPAINT,1100.0,-93.33333333333333,66.66666666666667,825.0,1375.0,55.0,550.0,-770.0,True
