,FinInstrmNm,Identifier,ExpiryDate,StrkPric,OptionType,PreviousClose,Open,High,Low,Close,SttlmPric,AvrgPric,Turnover (Rs. Cr.),TtlTrfVal,OpenInterest,ChngInOpnIntrst,OiChangePerc,RptgDt,CostOfCrryPctg,MrgnPctg,Mrgn,IsTradd,LastTradgDt,PrmOrDscnt,PrmOrDscntPctg,TradRegnOrgn,MktTpandId,FinInstrmId,LftmHgh,LftmLw,UnitOfMeasr,TtlNbOfTxsExctd,Ccy,Rsvd01,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Date,SYMBOL,LotSize,CloseToPrevCloseChangePerc,OpenToPrevCloseChangePerc,PreviousCloseAmount,OpenAmount,CloseAmount,AmountDiffOpenToPrevClose,AmountDiffCloseToPrevClose,Closest
113708,OPTSTK,HCLTECH,27-Apr-2023,1080.0,CE,0.55,0.7,0.7,0.05,0.05,1071.25,,1005.0,7599.32,319200.0,-235200.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,HCLTECH,700.0,-90.9090909090909,27.27272727272725,385.00000000000006,489.99999999999994,35.0,104.99999999999989,-350.00000000000006,True
113975,OPTSTK,RECLTD,27-Apr-2023,126.0,PE,1.1,1.25,1.45,1.2,1.2,125.1,,6.0,61.08,128000.0,-40000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,RECLTD,8000.0,9.090909090909083,13.636363636363624,8800.0,10000.0,9600.0,1200.0,800.0,True
115784,OPTSTK,HINDPETRO,27-Apr-2023,247.5,CE,1.05,3.4,6.85,1.95,3.8,250.6,,46.0,312.9,56700.0,-64800.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,HINDPETRO,2700.0,261.90476190476187,223.80952380952377,2835.0,9180.0,10260.0,6345.0,7425.0,True
115818,OPTSTK,MANAPPURAM,27-Apr-2023,127.0,CE,1.3,1.7,1.75,0.85,0.85,127.9,,16.0,123.33,144000.0,-60000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,MANAPPURAM,6000.0,-34.61538461538461,30.76923076923077,7800.0,10200.0,5100.0,2400.0,-2700.0,True
117182,OPTSTK,AARTIIND,27-Apr-2023,545.0,PE,1.5,2.5,2.95,0.05,1.95,553.95,,20.0,92.86,13600.0,-1700.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,AARTIIND,1000.0,30.000000000000004,66.66666666666667,1500.0,2500.0,1950.0,1000.0,450.0,True
117303,OPTSTK,BAJAJ-AUTO,27-Apr-2023,4180.0,PE,1.4,1.95,1.95,0.05,0.1,4408.2,,164.0,1713.93,18250.0,-25500.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BAJAJ-AUTO,250.0,-92.85714285714286,39.2857142857143,350.0,487.5,25.0,137.5,-325.0,True
117708,OPTSTK,BHEL,27-Apr-2023,79.0,PE,1.35,1.85,1.85,1.8,1.8,77.3,,7.0,59.41,94500.0,-21000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BHEL,10500.0,33.33333333333333,37.037037037037024,14175.000000000002,19425.0,18900.0,5249.999999999998,4724.999999999998,True
119231,OPTSTK,TATASTEEL,27-Apr-2023,108.0,PE,1.3,1.4,1.65,0.15,0.35,107.65,,155.0,926.82,2304500.0,-484000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,TATASTEEL,5500.0,-73.07692307692308,7.692307692307687,7150.0,7699.999999999999,1924.9999999999998,549.9999999999991,-5225.0,True
119550,OPTSTK,PFC,27-Apr-2023,164.0,CE,1.45,2.0,2.0,0.3,1.0,164.85,,48.0,490.46,99200.0,-136400.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,PFC,6200.0,-31.034482758620683,37.93103448275863,8990.0,12400.0,6200.0,3410.0,-2790.0,True
120018,OPTSTK,IRCTC,27-Apr-2023,600.0,PE,1.5,1.9,1.9,0.05,0.05,606.1,,644.0,3383.86,336000.0,-158375.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,IRCTC,875.0,-96.66666666666667,26.66666666666666,1312.5,1662.5,43.75,350.0,-1268.75,True
122111,OPTSTK,RELIANCE,27-Apr-2023,2400.0,CE,1.2,2.1,2.1,0.05,0.05,2377.05,,17401.0,104427.01,2121000.0,-1233000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,RELIANCE,250.0,-95.83333333333334,75.00000000000003,300.0,525.0,12.5,225.0,-287.5,True
122599,OPTSTK,BERGEPAINT,27-Apr-2023,595.0,PE,0.7,0.8,0.9,0.05,0.2,602.6,,9.0,58.95,12100.0,0.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BERGEPAINT,1100.0,-71.42857142857142,14.285714285714302,770.0,880.0,220.0,110.0,-550.0,True
125011,OPTSTK,BANKBARODA,27-Apr-2023,182.5,CE,1.5,2.1,3.75,1.3,3.35,185.75,,214.0,2312.11,397800.0,-485550.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BANKBARODA,5850.0,123.33333333333334,40.000000000000014,8775.0,12285.0,19597.5,3510.0,10822.5,True
125366,OPTSTK,ZEEL,27-Apr-2023,190.0,PE,1.1,1.25,5.15,0.6,4.35,186.15,,476.0,2747.94,591000.0,-936000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ZEEL,3000.0,295.4545454545454,13.636363636363624,3300.0000000000005,3750.0,13049.999999999998,449.99999999999955,9749.999999999998,True
125843,OPTSTK,BEL,27-Apr-2023,102.0,PE,0.85,0.95,1.05,0.35,0.75,101.45,,51.0,298.31,228000.0,-153900.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BEL,5700.0,-11.764705882352944,11.764705882352944,4845.0,5415.0,4275.0,570.0,-570.0,True
125858,OPTSTK,OBEROIRLTY,27-Apr-2023,930.0,CE,1.25,1.3,1.95,0.15,0.25,914.95,,73.0,475.77,20300.0,-23100.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,OBEROIRLTY,700.0,-80.0,4.0000000000000036,875.0,910.0,175.0,35.0,-700.0,True
126009,OPTSTK,COFORGE,27-Apr-2023,4250.0,CE,1.35,1.8,1.8,0.05,0.15,4051.25,,820.0,5228.1,26400.0,-42000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,COFORGE,150.0,-88.88888888888889,33.33333333333333,202.5,270.0,22.5,67.5,-180.0,True
126712,OPTSTK,FEDERALBNK,27-Apr-2023,136.0,PE,1.45,2.0,2.1,1.2,1.2,133.95,,4.0,27.52,85000.0,-5000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,FEDERALBNK,5000.0,-17.24137931034483,37.93103448275863,7250.0,10000.0,6000.0,2750.0,-1250.0,True
127412,OPTSTK,JSWSTEEL,27-Apr-2023,720.0,PE,1.5,1.65,1.75,0.05,0.15,732.1,,376.0,3657.05,201150.0,-98550.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,JSWSTEEL,1350.0,-90.0,9.999999999999986,2025.0,2227.5,202.5,202.5,-1822.5,True
129114,OPTSTK,HDFC,27-Apr-2023,2720.0,PE,0.95,1.0,1.1,0.05,0.05,2772.9,,224.0,1828.18,32400.0,-17700.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,,,-94.73684210526315,5.263157894736836,,,,,,True
129438,OPTSTK,GLENMARK,27-Apr-2023,530.0,CE,0.75,0.9,22.0,0.75,21.3,551.15,,296.0,2298.5,72500.0,-63800.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,GLENMARK,1450.0,2740.0,19.999999999999996,1087.5,1305.0,30885.0,217.5,29797.5,True
129526,OPTSTK,ZEEL,27-Apr-2023,187.5,CE,1.15,3.0,3.75,0.05,0.15,186.15,,28.0,158.09,105000.0,-6000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ZEEL,3000.0,-86.95652173913044,160.8695652173913,3449.9999999999995,9000.0,450.0,5550.0,-2999.9999999999995,True
130246,OPTSTK,FEDERALBNK,27-Apr-2023,134.0,CE,0.85,1.15,1.2,0.05,0.2,133.95,,220.0,1480.47,445000.0,-255000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,FEDERALBNK,5000.0,-76.47058823529412,35.29411764705881,4250.0,5750.0,1000.0,1500.0,-3250.0,True
130655,OPTSTK,IDEA,27-Apr-2023,6.0,CE,0.6,0.65,1.0,0.65,0.9,6.9,,175.0,839.51,11130000.0,-3570000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,IDEA,80000.0,50.0,8.333333333333348,48000.0,52000.0,72000.0,4000.0,24000.0,True
130849,OPTSTK,ASHOKLEY,27-Apr-2023,140.0,CE,1.1,1.2,2.1,0.95,1.8,142.2,,471.0,3337.24,1370000.0,-720000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ASHOKLEY,5000.0,63.636363636363626,9.090909090909083,5500.0,6000.0,9000.0,500.0,3500.0,True
132499,OPTSTK,SBILIFE,27-Apr-2023,1150.0,CE,0.95,1.4,1.4,0.05,0.05,1137.05,,752.0,6488.23,614250.0,-66000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,SBILIFE,750.0,-94.73684210526315,47.36842105263157,712.5,1050.0,37.5,337.5,-675.0,True
132619,OPTSTK,IEX,27-Apr-2023,152.5,PE,1.0,1.35,1.8,0.05,0.1,152.2,,113.0,650.67,165000.0,-206250.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,IEX,3750.0,-90.0,35.00000000000001,3750.0,5062.5,375.0,1312.5,-3375.0,True
132985,OPTSTK,INTELLECT,27-Apr-2023,420.0,PE,1.1,5.0,5.0,0.2,0.45,439.25,,16.0,67.38,28000.0,1000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,,,-59.09090909090909,354.5454545454545,,,,,,True
132994,OPTSTK,TRENT,27-Apr-2023,1420.0,CE,1.3,1.75,1.75,0.05,0.05,1382.2,,95.0,539.68,62400.0,-12400.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,TRENT,400.0,-96.15384615384616,34.615384615384606,520.0,700.0,20.0,180.0,-500.0,True
133020,OPTSTK,GAIL,27-Apr-2023,111.0,PE,1.45,1.8,1.8,1.8,1.8,109.3,,1.0,10.32,146400.0,-9150.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,GAIL,9150.0,24.13793103448276,24.13793103448276,13267.5,16470.0,16470.0,3202.5,3202.5,True
133310,OPTSTK,RBLBANK,27-Apr-2023,152.5,CE,1.4,1.7,9.5,1.7,9.5,159.35,,69.0,541.66,320000.0,-155000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,RBLBANK,5000.0,578.5714285714287,21.42857142857144,7000.0,8500.0,47500.0,1500.0,40500.0,True
133567,OPTSTK,RECLTD,27-Apr-2023,123.75,CE,1.1,1.45,1.45,1.05,1.05,125.1,,3.0,30.01,216000.0,-16000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,RECLTD,8000.0,-4.545454545454552,31.818181818181813,8800.0,11600.0,8400.0,2800.0,-400.0,True
133817,OPTSTK,DEEPAKNTR,27-Apr-2023,1760.0,PE,0.8,1.0,1.05,0.05,0.1,1861.05,,69.0,303.69,24250.0,-750.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,DEEPAKNTR,300.0,-87.5,25.0,240.0,300.0,30.0,60.0,-210.0,True
135894,OPTSTK,ICICIPRULI,27-Apr-2023,425.0,PE,1.35,1.8,4.0,0.25,1.2,424.45,,237.0,1518.62,54000.0,-94500.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ICICIPRULI,1500.0,-11.111111111111116,33.33333333333333,2025.0000000000002,2700.0,1800.0,674.9999999999998,-225.00000000000023,True
136219,OPTSTK,BATAINDIA,27-Apr-2023,1450.0,PE,1.2,1.4,1.4,0.05,0.15,1475.65,,52.0,207.43,9350.0,-5225.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BATAINDIA,375.0,-87.5,16.666666666666675,450.0,525.0,56.25,75.0,-393.75,True
136278,OPTSTK,CUMMINSIND,27-Apr-2023,1600.0,CE,0.85,1.0,4.5,0.05,0.1,1566.4,,411.0,3951.49,57600.0,-56400.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,CUMMINSIND,600.0,-88.23529411764706,17.647058823529417,510.0,600.0,60.0,90.0,-450.0,True
136325,OPTSTK,INDUSINDBK,27-Apr-2023,1120.0,PE,1.05,1.4,1.4,0.05,0.1,1144.75,,1049.0,5288.62,219150.0,-238050.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,INDUSINDBK,500.0,-90.47619047619048,33.33333333333333,525.0,700.0,50.0,175.0,-475.0,True
137321,OPTSTK,IOC,27-Apr-2023,77.0,CE,1.45,2.05,3.7,1.9,3.7,80.45,,8.0,62.18,292500.0,0.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,IOC,9750.0,155.17241379310346,41.37931034482758,14137.5,19987.5,36075.0,5850.0,21937.5,True
137481,OPTSTK,GRASIM,27-Apr-2023,1660.0,PE,0.8,1.8,2.55,0.05,0.4,1701.4,,52.0,410.21,38950.0,-7125.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,GRASIM,475.0,-50.0,125.0,380.0,855.0,190.0,475.0,-190.0,True
138074,OPTSTK,ACC,27-Apr-2023,1680.0,PE,0.65,1.0,1.25,0.1,0.4,1750.65,,119.0,499.93,15750.0,-1250.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ACC,300.0,-38.46153846153846,53.84615384615383,195.0,300.0,120.0,105.0,-75.0,True
139240,OPTSTK,NMDC,27-Apr-2023,107.5,CE,1.25,1.45,1.45,1.05,1.05,108.6,,13.0,63.69,81000.0,-22500.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,NMDC,4500.0,-15.999999999999993,15.999999999999993,5625.0,6525.0,4725.0,900.0,-900.0,True
139266,OPTSTK,CUB,27-Apr-2023,135.0,CE,1.1,9.05,9.75,3.35,4.8,139.7,,1382.0,9703.44,415000.0,-2665000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,CUB,5000.0,336.3636363636363,722.7272727272726,5500.0,45250.0,24000.0,39750.0,18500.0,True
139279,OPTSTK,ONGC,27-Apr-2023,161.0,PE,0.85,1.3,2.05,0.85,2.05,160.05,,28.0,174.74,369600.0,-61600.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ONGC,3850.0,141.17647058823528,52.941176470588246,3272.5,5005.0,7892.499999999999,1732.5,4619.999999999999,True
139472,OPTSTK,TATACONSUM,27-Apr-2023,755.0,CE,0.9,0.95,2.1,0.05,0.05,754.0,,331.0,2251.77,29700.0,-42300.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,TATACONSUM,900.0,-94.44444444444444,5.555555555555558,810.0,855.0,45.0,45.0,-765.0,True
139844,OPTSTK,HINDCOPPER,27-Apr-2023,97.5,CE,1.5,2.5,2.5,2.25,2.35,99.85,,3.0,14.38,230400.0,0.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,HINDCOPPER,5300.0,56.666666666666664,66.66666666666667,7950.0,13250.0,12455.0,5300.0,4505.0,True
140564,OPTSTK,SUNTV,27-Apr-2023,425.0,CE,1.15,1.8,4.3,0.6,1.3,428.0,,52.0,333.33,7500.0,-34500.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,SUNTV,1500.0,13.043478260869579,56.52173913043479,1724.9999999999998,2700.0,1950.0,975.0000000000002,225.00000000000023,True
140567,OPTSTK,EICHERMOT,27-Apr-2023,3350.0,CE,1.0,1.2,1.2,0.05,0.05,3263.55,,538.0,3154.11,78225.0,-26775.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,EICHERMOT,175.0,-95.0,19.999999999999996,175.0,210.0,8.75,35.0,-166.25,True
140799,OPTSTK,HAL,27-Apr-2023,2920.0,CE,1.2,2.1,2.1,0.05,0.1,2838.95,,87.0,762.18,20100.0,-15600.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,HAL,300.0,-91.66666666666666,75.00000000000003,360.0,630.0,30.0,270.0,-330.0,True
141178,OPTSTK,BANDHANBNK,27-Apr-2023,225.0,CE,1.1,1.5,3.5,0.7,1.6,226.85,,1285.0,5240.29,396000.0,-471600.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BANDHANBNK,2500.0,45.45454545454546,36.36363636363635,2750.0,3750.0,4000.0,1000.0,1250.0,True
141427,OPTSTK,COALINDIA,27-Apr-2023,229.75,CE,0.6,0.95,1.25,0.5,0.95,231.75,,13.0,125.89,138600.0,-12600.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,COALINDIA,4200.0,58.33333333333333,58.33333333333333,2520.0,3990.0,3990.0,1470.0,1470.0,True
141992,OPTSTK,BSOFT,27-Apr-2023,265.0,PE,1.0,1.7,1.7,0.05,0.1,271.2,,84.0,445.69,106000.0,-22000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BSOFT,2000.0,-90.0,70.0,2000.0,3400.0,200.0,1400.0,-1800.0,True
143153,OPTSTK,ESCORTS,27-Apr-2023,1940.0,PE,1.0,1.8,12.0,0.7,5.0,1939.4,,91.0,486.2,12100.0,-3575.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ESCORTS,275.0,400.0,80.0,275.0,495.0,1375.0,220.0,1100.0,True
143793,OPTSTK,OFSS,27-Apr-2023,3200.0,PE,0.65,1.5,3.65,0.05,0.5,3500.1,,40.0,256.06,13600.0,-1200.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,OFSS,200.0,-23.076923076923084,130.76923076923075,130.0,300.0,100.0,170.0,-30.0,True
144796,OPTSTK,ACC,27-Apr-2023,1800.0,CE,1.0,1.05,1.05,0.05,0.2,1750.65,,513.0,2309.04,60000.0,-70750.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ACC,300.0,-80.0,5.000000000000004,300.0,315.0,60.0,15.0,-240.0,True
145019,OPTSTK,INDUSTOWER,27-Apr-2023,147.5,CE,1.35,1.5,1.9,0.05,0.1,144.85,,812.0,3365.37,266000.0,-89600.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,INDUSTOWER,3400.0,-92.5925925925926,11.111111111111093,4590.0,5100.0,340.0,510.0,-4250.0,True
145891,OPTSTK,MOTHERSON,27-Apr-2023,71.0,CE,0.9,1.1,1.75,1.0,1.75,72.5,,54.0,264.04,357750.0,-202500.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,MOTHERSON,7100.0,94.44444444444444,22.222222222222232,6390.0,7810.000000000001,12425.0,1420.000000000001,6035.0,True
146808,OPTSTK,DELTACORP,27-Apr-2023,200.0,CE,1.05,1.1,1.45,0.05,0.05,197.9,,284.0,1593.7,378000.0,-232400.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,DELTACORP,2800.0,-95.23809523809523,4.761904761904767,2940.0,3080.0000000000005,140.0,140.00000000000045,-2800.0,True
146919,OPTSTK,DRREDDY,27-Apr-2023,4700.0,PE,1.2,4.0,4.0,0.05,0.05,4919.1,,587.0,3448.82,56250.0,-26125.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,DRREDDY,125.0,-95.83333333333334,233.33333333333334,150.0,500.0,6.25,350.0,-143.75,True
148188,OPTSTK,CIPLA,27-Apr-2023,920.0,CE,1.0,1.25,1.25,0.05,0.05,913.95,,571.0,3415.05,371150.0,-54600.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,CIPLA,650.0,-95.0,25.0,650.0,812.5,32.5,162.5,-617.5,True
148871,OPTSTK,ABCAPITAL,27-Apr-2023,162.5,CE,1.05,1.2,1.25,0.05,0.2,161.85,,246.0,2166.55,151200.0,-545400.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ABCAPITAL,5400.0,-80.95238095238095,14.28571428571428,5670.0,6480.0,1080.0,810.0,-4590.0,True
149744,OPTSTK,GODREJCP,27-Apr-2023,960.0,PE,0.75,6.0,16.2,4.5,11.0,953.6,,148.0,1436.29,57000.0,-52000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,GODREJCP,1000.0,1366.6666666666665,700.0,750.0,6000.0,11000.0,5250.0,10250.0,True
149770,OPTSTK,GMRINFRA,27-Apr-2023,44.0,CE,0.95,1.0,2.05,1.0,1.1,45.1,,55.0,563.41,1170000.0,-810000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,GMRINFRA,22500.0,15.789473684210531,5.263157894736836,21375.0,22500.0,24750.000000000004,1125.0,3375.0000000000036,True
150105,OPTSTK,VEDL,27-Apr-2023,275.0,PE,0.65,0.9,0.9,0.05,0.1,276.1,,562.0,3093.43,282000.0,-464000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,VEDL,2000.0,-84.61538461538461,38.46153846153846,1300.0,1800.0,200.0,500.0,-1100.0,True
150607,OPTSTK,L&TFH,27-Apr-2023,91.0,PE,0.75,0.8,2.0,0.15,0.9,90.85,,11.0,90.17,98164.0,-26772.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,L&TFH,8924.0,19.999999999999996,6.666666666666665,6693.0,7139.200000000001,8031.6,446.2000000000007,1338.6000000000004,True
151467,OPTSTK,CANBK,27-Apr-2023,310.0,PE,1.45,1.6,2.95,0.8,1.3,309.0,,373.0,3139.22,745200.0,-270000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,CANBK,2700.0,-10.344827586206895,10.344827586206895,3915.0,4320.0,3510.0,405.0,-405.0,True
151711,OPTSTK,L&TFH,27-Apr-2023,89.0,CE,1.5,1.7,2.55,1.0,2.15,90.85,,16.0,129.16,276644.0,-80316.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,L&TFH,8924.0,43.333333333333336,13.33333333333333,13386.0,15170.8,19186.6,1784.7999999999993,5800.5999999999985,True
152557,OPTSTK,APOLLOTYRE,27-Apr-2023,335.0,CE,1.2,1.55,8.5,0.6,6.9,341.45,,246.0,2908.07,115500.0,-367500.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,APOLLOTYRE,1700.0,475.0000000000001,29.166666666666675,2040.0,2635.0,11730.0,595.0,9690.0,True
153666,OPTSTK,AUROPHARMA,27-Apr-2023,620.0,CE,1.15,1.4,2.55,0.05,0.05,617.45,,611.0,3792.87,114000.0,-29000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,AUROPHARMA,1100.0,-95.65217391304348,21.739130434782616,1265.0,1540.0,55.0,275.0,-1210.0,True
154361,OPTSTK,APOLLOHOSP,27-Apr-2023,4250.0,PE,0.9,1.45,1.5,0.05,0.35,4417.35,,195.0,1035.98,46250.0,-10000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,APOLLOHOSP,125.0,-61.111111111111114,61.11111111111109,112.5,181.25,43.75,68.75,-68.75,True
156344,OPTSTK,PVR,27-Apr-2023,1400.0,PE,1.1,2.0,2.0,0.05,0.05,1458.8,,178.0,1014.57,49247.0,-26048.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,,,-95.45454545454545,81.81818181818181,,,,,,True
156640,OPTSTK,SRF,27-Apr-2023,2460.0,PE,1.1,1.3,1.85,0.1,0.35,2495.5,,65.0,599.76,19125.0,-9375.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,SRF,375.0,-68.18181818181819,18.181818181818166,412.50000000000006,487.5,131.25,74.99999999999994,-281.25000000000006,True
156742,OPTSTK,ABFRL,27-Apr-2023,220.0,CE,0.85,0.9,1.75,0.05,0.05,219.6,,243.0,1396.46,189800.0,-182000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,ABFRL,2600.0,-94.11764705882352,5.882352941176472,2210.0,2340.0,130.0,130.0,-2080.0,True
157153,OPTSTK,JINDALSTEL,27-Apr-2023,560.0,PE,0.5,1.0,1.0,0.05,0.05,579.45,,148.0,1036.33,188750.0,-60000.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,JINDALSTEL,1250.0,-90.0,100.0,625.0,1250.0,62.5,625.0,-562.5,True
157577,OPTSTK,BPCL,27-Apr-2023,350.0,CE,0.9,1.1,5.9,1.1,4.75,355.65,,1007.0,6392.48,259200.0,-867600.0,,27-Apr-2023,,,,,,,,,,,,,,,,,,,,,2023-04-27,BPCL,1800.0,427.77777777777777,22.222222222222232,1620.0,1980.0000000000002,8550.0,360.0000000000002,6930.0,True
